AlertID,County,EndRoadwayLocation,EndTime,EventCategory,EventStatus,ExtendedDescription,HeadlineDescription,LastUpdatedTime,Priority,Region,StartRoadwayLocation,StartTime,timestamp
634739,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738930500000-0800)/,Construction,Open,,"The northbound I-405 on-ramp from northbound SR 167 will be closed overnight, 10:30 p.m. Monday, Feb. 3 – 4:15 a.m. Tuesday, Feb. 4, and overnight, 10:30 p.m. Thursday, Feb. 6 – 4:15 a.m. Friday, Feb. 7. A signed detour will be in place.",/Date(1738612441513-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.467670897, ""Longitude"": -122.219599861, ""MilePost"": 2.24, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634760,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""005""}",/Date(1738933200000-0800)/,Construction,Open,,"The northbound I-5 off-ramp to SR 523/North 145th Street will close night from 9 p.m. to 5 a.m. Monday night, Feb. 3, through Friday morning, Feb. 7, for construction of roundabouts at the I-5/North 145th interchange.",/Date(1738620429040-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.734493457, ""Longitude"": -122.324923285, ""MilePost"": 174.61, ""RoadName"": ""005""}",/Date(1738620600000-0800)/,2025-02-04 16:23:32.489436
601301,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""012""}",,Construction,Open,,"Both directions Bridge Street (US-12) intersection of Diagonal Street and 2nd Street in Clarkston.  Until further notice, traffic will be reduced to a single lane in each direction 24 hours a day with no center turn lane. Local detours are in place.",/Date(1737258694627-0800)/,Low,South Central,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.420180814, ""Longitude"": -117.039884198, ""MilePost"": 434.0, ""RoadName"": ""012""}",/Date(1718521560000-0700)/,2025-02-04 16:23:32.489436
624039,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""017""}",/Date(1731601260000-0800)/,Rest Area,Open,,The Blue Lake rest area is closed for the winter.,/Date(1731601374657-0800)/,Lowest,North Central,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.563196905, ""Longitude"": -119.456137875, ""MilePost"": 89.0, ""RoadName"": ""017""}",/Date(1731601260000-0800)/,2025-02-04 16:23:32.489436
634427,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738933200000-0800)/,Construction,Open,,"The northbound I-405 to eastbound and westbound SR 522 off-ramp will be closed nightly from 11:59 p.m. Monday, Feb. 3 to 5 a.m. Friday, Feb. 7.",/Date(1738354255773-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.75777286, ""Longitude"": -122.184242587, ""MilePost"": 23.67, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634864,Wahkiakum,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""004""}",,Construction,Open,,"Construction crews will be alternating both directions of traffic, use caution and prepare for delays on SR 4 both directions at milepost 39 beginning at 2:33 pm on February 4, 2025 until further notice. ",/Date(1738708430887-0800)/,Medium,Southwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.168935518, ""Longitude"": -123.33364881, ""MilePost"": 39.0, ""RoadName"": ""004""}",/Date(1738708380000-0800)/,2025-02-04 16:23:32.489436
634304,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""005""}",/Date(1738958400000-0800)/,Maintenance,Open,,"From 8 a.m. Monday, Feb. 3 until noon Friday, Feb. 7, maintenance crews will close the SeaTac rest area in Federal Way on northbound Interstate 5 just south of State Route 18 for routine maintenance.",/Date(1738622556170-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.271047341, ""Longitude"": -122.31591286, ""MilePost"": 140.65, ""RoadName"": ""005""}",/Date(1738255860000-0800)/,2025-02-04 16:23:32.489436
634401,,"{""Description"": null, ""Direction"": ""E"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""018""}",/Date(1738879200000-0800)/,Maintenance,Open,,"From 8 a.m. to 2 p.m. Thursday, Feb. 6, bridge crews will close the right lane of eastbound State Route 18 in Auburn across the Green River Bridge for routine bridge work.",/Date(1738341782340-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""E"", ""Latitude"": 47.303281025, ""Longitude"": -122.176433186, ""MilePost"": 6.69, ""RoadName"": ""018""}",/Date(1738341360000-0800)/,2025-02-04 16:23:32.489436
634742,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738846800000-0800)/,Construction,Open,,"The northbound I-405 on-ramp from Northeast 30th Street will be closed nightly, 9 p.m. Monday, Feb. 3 – 5 a.m. Thursday, Feb. 6. A signed detour will be in place.",/Date(1738612702583-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.518448297, ""Longitude"": -122.198361337, ""MilePost"": 6.51, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
549502,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""504""}",,Closure,Open,,"Beginning June 15, 2023, until further notice: Both directions of SR 504 at milepost 45.0 are CLOSED at the winter gate, due to a landslide that washed out the road and the Spirit Lake Outlet Bridge, on Sunday, May 14, 2023. There is no estimated time for when the road will reopen and no access beyond the closure.  

To receive updates on this closure, please sign up for email updates: https://public.govdelivery.com/accounts/WADOT/subscriber/new",/Date(1730513039713-0700)/,Highest,Southwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.287135788, ""Longitude"": -122.270285595, ""MilePost"": 45.2, ""RoadName"": ""504""}",/Date(1686869700000-0700)/,2025-02-04 16:23:32.489436
634441,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.245034201, ""Longitude"": -122.336548488, ""MilePost"": 1.18, ""RoadName"": ""099""}",/Date(1738980300000-0800)/,Construction,Open,,"Monday, Feb. 3 through Friday, Feb. 7 - Both directions of SR 99 between Wapato Way and 70th Avenue East will be reduced to one lane daily. A southbound lane will be closed daily from 6 a.m. to 3 p.m. and the northbound will be closed daily from 9 a.m. to 6 p.m. Rain or snow could result in cancellation of the lane closures.",/Date(1738359635130-0800)/,Low,Olympic,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.242887705, ""Longitude"": -122.340425607, ""MilePost"": 0.94, ""RoadName"": ""099""}",/Date(1738359900000-0800)/,2025-02-04 16:23:32.489436
634722,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""167""}",/Date(1739019600000-0800)/,Construction,Open,,"Monday, February 3 to the morning of Saturday, February 8: The 15th Street Northwest on-ramp to southbound SR 167 will be closed nightly, from 10:00 p.m. – 5:00 a.m.",/Date(1738610636410-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.326335113, ""Longitude"": -122.245130848, ""MilePost"": 16.04, ""RoadName"": ""167""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634741,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738933200000-0800)/,Construction,Open,,"The northbound I-405 on-ramp from Southeast Eighth Street will be closed nightly, 9 p.m. Monday, Feb. 3 – 5 a.m. Wednesday, Feb. 5, and overnight, 9 p.m. Thursday, Feb. 6 – 5 a.m. Friday, Feb. 7. A signed detour will be in place.",/Date(1738612655417-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.603953008, ""Longitude"": -122.184537191, ""MilePost"": 12.84, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634346,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""005""}",/Date(1738760400000-0800)/,Construction,Open,,"Sound Transit contractor crews will close the 220th Street Southwest on-ramp to southbound I-5 from 10 p.m. on Tuesday, Feb. 4 until 5 a.m. on Wednesday, Feb. 5.",/Date(1738268887490-0800)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.799358071, ""Longitude"": -122.31491795, ""MilePost"": 179.28, ""RoadName"": ""005""}",/Date(1738283160000-0800)/,2025-02-04 16:23:32.489436
605780,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""018""}",,Construction,Open,,"Beginning Wednesday, July 17, the center turn lane between eastbound and westbound SR 18 will be eliminated near the I-90 interchange and westbound lanes will be shifted to the left. This change will remain in effect until a new diverging interchange opens in late 2024. Drivers should remain distraction free and watch for vehicles yielding to on-coming traffic while they turn from the left lanes of eastbound and westbound SR 18 to the I-90 on-ramps.",/Date(1721240702003-0700)/,Low,Northwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.508597707, ""Longitude"": -121.88366148, ""MilePost"": 27.88, ""RoadName"": ""018""}",/Date(1721240160000-0700)/,2025-02-04 16:23:32.489436
634744,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738933200000-0800)/,Construction,Open,,"The northbound I-405 off-ramp to 112th Avenue Southeast/ Lake Washington Boulevard will be closed overnight, 9 p.m. Tuesday, Feb. 4 – 5 a.m. Wednesday, Feb. 5, and overnight, 9 p.m. Thursday, Feb. 6 – 5 a.m. Friday, Feb. 7. A signed detour will be in place.",/Date(1738612785663-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.556913675, ""Longitude"": -122.189986466, ""MilePost"": 9.26, ""RoadName"": ""405""}",/Date(1738656000000-0800)/,2025-02-04 16:23:32.489436
634793,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",,Collision,Open,,"Update 11:56 AM : On I-405 northbound at SR 169 (MP 4) there is a collision blocking the ramp.  The current backup is 1 mile.  Medical Aid, Fire Assistance, the Incident Response Team, Tow Assistance, and the State Patrol have arrived on the scene.",/Date(1738699001173-0800)/,Highest,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.482891094, ""Longitude"": -122.197435758, ""MilePost"": 3.91, ""RoadName"": ""405""}",/Date(1738670940000-0800)/,2025-02-04 16:23:32.489436
634429,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738931400000-0800)/,Construction,Open,,"The northbound SR 527 to northbound I-405 on-ramp will be closed nightly from 11 p.m. Monday, Feb. 3 to 4:30 a.m. Friday, Feb. 7.",/Date(1738354441010-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.794994853, ""Longitude"": -122.21417697, ""MilePost"": 26.75, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
563851,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""012""}",/Date(1756153860000-0700)/,Construction,Open,,Temporary turn restrictions remain in place at the intersection of US 12 and Monte-Brady Road in Montesano through fall 2025.,/Date(1717444101903-0700)/,Medium,Olympic,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.983085427, ""Longitude"": -123.559182437, ""MilePost"": 12.51, ""RoadName"": ""012""}",/Date(1692995460000-0700)/,2025-02-04 16:23:32.489436
634404,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""099""}",/Date(1739048400000-0800)/,Maintenance,Open,,"From 6:30 a.m. to 1 p.m. Saturday, Feb. 8, bridge crews will close the two right lanes of northbound State Route 99 in Seattle across the First Avenue Bridge for signage and lighting repairs.",/Date(1738342874963-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.533835178, ""Longitude"": -122.331649675, ""MilePost"": 26.01, ""RoadName"": ""099""}",/Date(1738600980000-0800)/,2025-02-04 16:23:32.489436
473325,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""005""}",,Rest Area,Open,,Until further notice - The Interstate 5 Silver Lake Rest Area is closed for maintenance indefinitely. There is no access for recreational vehicle dumping at this location.,/Date(1690237555483-0700)/,High,Northwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.907026048, ""Longitude"": -122.210954765, ""MilePost"": 188.5, ""RoadName"": ""005""}",/Date(1632488400000-0700)/,2025-02-04 16:23:32.489436
634818,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""020""}",,Construction,Open,,Eastbound & westbound traffic is alternating on SR 20  at Collins Rd (MP 63) due to roadwork.,/Date(1738684357647-0800)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 48.492607098, ""Longitude"": -122.280179413, ""MilePost"": 63.06, ""RoadName"": ""020""}",/Date(1738684320000-0800)/,2025-02-04 16:23:32.489436
634426,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738915140000-0800)/,Construction,Open,,"The Northeast 195th Street to southbound I-405 on-ramp will be closed nightly from 10 p.m. to 11:59 p.m. on Monday, Feb. 3 to Thursday, Feb. 6.",/Date(1738354004057-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.769271903, ""Longitude"": -122.189462012, ""MilePost"": 24.52, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634745,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738930500000-0800)/,Construction,Open,,"The northbound I-405 on-ramp from Talbot Road South will be closed overnight, 10 p.m. Monday, Feb. 3 – 4:30 a.m. Tuesday, Feb. 4, and overnight, 10:30 p.m. Thursday, Feb. 6 – 4:15 a.m. Friday, Feb. 7. A signed detour will be in place.",/Date(1738613162600-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.468789988, ""Longitude"": -122.208325906, ""MilePost"": 2.77, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634724,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""167""}",/Date(1739012400000-0800)/,Construction,Open,,"Monday, February 3 to the morning of Saturday, February 8: The northbound SR 167 off-ramp to South 212th Street will be closed nightly, from 10:00 p.m. – 3:00 a.m.",/Date(1738610741410-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.412106029, ""Longitude"": -122.220464399, ""MilePost"": 22.4, ""RoadName"": ""167""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634439,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738929600000-0800)/,Construction,Open,,"Monday, Feb. 3 to the morning of Friday, Feb. 7: The southbound I-405 off-ramp to Northeast 85th Street will be closed nightly, from 10:00 p.m. – 4:00 a.m.",/Date(1738357681923-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.679470371, ""Longitude"": -122.184684349, ""MilePost"": 18.14, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634683,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""527""}",/Date(1739574000000-0800)/,Construction,Open,,"Weekdays, from 9 a.m. to 3 p.m. Monday, Feb. 3 to Feb. 14, crews will close the right turn lane of northbound State Route 527 in Bothell at State Route 524/208th Street for utility work. Crews will also close one left turn lane of southbound State Route 527.",/Date(1738596735603-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.809444042, ""Longitude"": -122.2076467, ""MilePost"": 3.74, ""RoadName"": ""527""}",/Date(1738595880000-0800)/,2025-02-04 16:23:32.489436
634729,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.553544892, ""Longitude"": -122.192449033, ""MilePost"": 9.0, ""RoadName"": ""405""}",/Date(1738931400000-0800)/,Construction,Open,,"Up to two lanes of northbound I-405 from milepost 6 to milepost 9 will be closed nightly, 9:15 p.m. Monday, Feb. 3 – 4:30 a.m. Friday, Feb. 7.",/Date(1738611426880-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.511010471, ""Longitude"": -122.198008762, ""MilePost"": 6.0, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634716,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.303477171, ""Longitude"": -122.252203958, ""MilePost"": 14.4, ""RoadName"": ""167""}",/Date(1739019600000-0800)/,Construction,Open,,"Monday, February 3 to the morning of Saturday, February 8: Up to one lane of southbound SR 167 from 37th Street Northwest (milepost 16.0) to West Main Street (milepost 14.4) will be closed nightly, from 8:45 p.m. – 5:00 a.m.",/Date(1738610002887-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.325751406, ""Longitude"": -122.245140679, ""MilePost"": 16.0, ""RoadName"": ""167""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634759,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 48.021861555, ""Longitude"": -122.175507853, ""MilePost"": 197.0, ""RoadName"": ""005""}",/Date(1738845000000-0800)/,Construction,Open,,"The right lane of southbound I-5 and the exit to southbound SR 529 will be closed from 9 p.m. Wednesday, Feb. 5, to 4:30 a.m. Thursday, Feb. 6, for construction.",/Date(1738684428993-0800)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 48.050019788, ""Longitude"": -122.184558703, ""MilePost"": 199.0, ""RoadName"": ""005""}",/Date(1738598100000-0800)/,2025-02-04 16:23:32.489436
634338,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.770253623, ""Longitude"": -122.321461482, ""MilePost"": 177.21, ""RoadName"": ""005""}",/Date(1738760400000-0800)/,Construction,Open,,"Sound Transit contractor crews will close the two right lanes on northbound I-5 between Northeast 175th Street and Northeast 190th Street from 11 p.m. to 5 a.m. nightly Monday, Feb. 3 through the morning of Wednesday, Feb. 5. The Northeast 175th Street on-ramp to northbound I-5 will also close at the same time.",/Date(1738268207900-0800)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.7543661, ""Longitude"": -122.329989762, ""MilePost"": 176.03, ""RoadName"": ""005""}",/Date(1738278900000-0800)/,2025-02-04 16:23:32.489436
626158,Lincoln,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.433126691, ""Longitude"": -117.793785086, ""MilePost"": 257.42, ""RoadName"": ""090""}",,Road Report,Open,,"I-90 from Ritzville to SR 904, road conditions: bare and wet, bare and dry.",/Date(1738697857493-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.111077833, ""Longitude"": -118.403449311, ""MilePost"": 220.1, ""RoadName"": ""090""}",/Date(1738697820000-0800)/,2025-02-04 16:23:32.489436
567869,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.644373883, ""Longitude"": -122.303082155, ""MilePost"": 1.0, ""RoadName"": ""520""}",,Construction,Open,,"Monday, Sept. 25, until further notice – A single lane in both directions of SR 520 near the Montlake Lid in Seattle will close for construction between 9 p.m. and 5 a.m. nightly Mondays through Thursdays.",/Date(1695685649607-0700)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.64308269, ""Longitude"": -122.313213219, ""MilePost"": 0.5, ""RoadName"": ""520""}",/Date(1695682800000-0700)/,2025-02-04 16:23:32.489436
559925,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.995566416, ""Longitude"": -123.439536594, ""MilePost"": 18.4, ""RoadName"": ""012""}",/Date(1767234360000-0800)/,Construction,Open,,"US 12 is reduced to one lane in each direction on the eastbound side of the highway. Work is for a <a href=""https://wsdot.wa.gov/construction-planning/search-projects/us-12-sr-8-grays-harbor-county-fish-passage-barriers-remove-fish-barriers"">fish barrier removal project</a> west of Schouweiler Road near Elma. The speed limit is reduced to 50 mph through the work zone.",/Date(1718032527957-0700)/,Medium,Olympic,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.998948573, ""Longitude"": -123.472071089, ""MilePost"": 16.83, ""RoadName"": ""012""}",/Date(1690593960000-0700)/,2025-02-04 16:23:32.489436
553707,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.038164138, ""Longitude"": -123.331272252, ""MilePost"": 3.62, ""RoadName"": ""008""}",/Date(1767205140000-0800)/,Construction,Open,,"SR 8 is reduced to one lane in each direction on the eastbound side of the highway between Elma and McCleary. The speed limit is reduced to 50 mph for a <a href=""https://wsdot.wa.gov/construction-planning/search-projects/us-12-sr-8-grays-harbor-county-fish-passage-barriers-remove-fish-barriers"">fish barrier removal project</a>.",/Date(1727126548733-0700)/,Medium,Olympic,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.028588905, ""Longitude"": -123.341267385, ""MilePost"": 2.8, ""RoadName"": ""008""}",/Date(1686935940000-0700)/,2025-02-04 16:23:32.489436
634731,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.532629407, ""Longitude"": -122.197421459, ""MilePost"": 7.5, ""RoadName"": ""405""}",/Date(1738933200000-0800)/,Construction,Open,,"Up to two lanes of southbound I-405 from 112th Avenue Southeast (milepost 9) to Northeast 30th Street (milepost 7.5) will be closed nightly, 10:30 p.m. Monday, Feb. 3 – 5 a.m. Wednesday, Feb. 5, and overnight, 10:30 p.m. Thursday, Feb. 6 – 5 a.m. Friday, Feb. 7.",/Date(1738611588237-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.55366735, ""Longitude"": -122.192640092, ""MilePost"": 9.0, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634733,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.484053902, ""Longitude"": -122.196649744, ""MilePost"": 4.0, ""RoadName"": ""405""}",/Date(1738931400000-0800)/,Construction,Open,,"Up to two lanes of southbound I-405 from SR 900 (milepost 5.26) to Sunset Boulevard Northeast (milepost 4) will be closed nightly, 10:30 p.m. Monday, Feb. 3 – 4:30 a.m. Friday, Feb. 7.",/Date(1738611705597-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.500402293, ""Longitude"": -122.195996053, ""MilePost"": 5.26, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634756,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 48.036248334, ""Longitude"": -122.178110421, ""MilePost"": 198.0, ""RoadName"": ""005""}",/Date(1738850400000-0800)/,Construction,Open,,"Northbound I-5 will be reduced to two lanes nightly from 8 p.m. to 6 a.m. Monday night, Feb. 3, to Thursday morning, Feb. 6, from Marine View Drive to the Steamboat Slough overpass for construction.",/Date(1738619709077-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.990357809, ""Longitude"": -122.182586639, ""MilePost"": 194.69, ""RoadName"": ""005""}",/Date(1738620000000-0800)/,2025-02-04 16:23:32.489436
626162,Whitman,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.738118033, ""Longitude"": -117.227268231, ""MilePost"": 22.53, ""RoadName"": ""195""}",,Road Report,Open,,"US195 from Idaho State Line to Pullman, road conditions are:  bare and wet with snow and slush in places. ",/Date(1738697611720-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.474311684, ""Longitude"": -117.046253699, ""MilePost"": 0.0, ""RoadName"": ""195""}",/Date(1738697580000-0800)/,2025-02-04 16:23:32.489436
608908,,"{""Description"": null, ""Direction"": ""W"", ""Latitude"": 47.503275769, ""Longitude"": -121.821618061, ""MilePost"": 29.0, ""RoadName"": ""090""}",,Construction,Open,,"Expect congestion in the right lanes of westbound I-90 before the off-ramp to SR 18 (exit 25), especially during peak travel times. Plan for delays and consider alternate routes. The <a href=""https://wsdot.wa.gov/construction-planning/search-projects/i-90-sr-18-interchange-improvements"">I-90/SR 18 Interchange Improvements</a> project is building a diverging diamond interchange that will improve traffic flow in the area when it opens in late 2024.",/Date(1723048475597-0700)/,Low,Northwest,"{""Description"": null, ""Direction"": ""W"", ""Latitude"": 47.50964164, ""Longitude"": -121.878584419, ""MilePost"": 25.91, ""RoadName"": ""090""}",/Date(1722980580000-0700)/,2025-02-04 16:23:32.489436
626159,Spokane,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.645344905, ""Longitude"": -117.454060605, ""MilePost"": 279.2, ""RoadName"": ""090""}",,Road Report,Open,,"I-90 from SR 904 to US195, road conditions are: bare and wet, bare and dry.",/Date(1738697950880-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.433126691, ""Longitude"": -117.793785086, ""MilePost"": 257.42, ""RoadName"": ""090""}",/Date(1738697880000-0800)/,2025-02-04 16:23:32.489436
626171,Adams,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.758850651, ""Longitude"": -118.318717045, ""MilePost"": 82.5, ""RoadName"": ""026""}",,Road Report,Open,,"SR26 from US395 to Washtucna, road conditions are: bare and wet, with snow and slush in places.",/Date(1738697710580-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.791936981, ""Longitude"": -118.739918005, ""MilePost"": 61.5, ""RoadName"": ""026""}",/Date(1738697700000-0800)/,2025-02-04 16:23:32.489436
626561,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.594396732, ""Longitude"": -120.641039998, ""MilePost"": 101.0, ""RoadName"": ""002""}",/Date(1735444800000-0800)/,Heavy traffic is causing backups and possible delays,Open,,"On US 2 between milepost 99 and 101 (city of Leavenworth), beginning Nov. 29, ""Village of Lights"" will bring increased vehicle and pedestrian traffic and longer than normal travel times in the area. 

The following days Nov. 30, Dec. 7, 14, 21, and 28, there will only be right turns allowed from Front St. at the US 2/Chumstick Highway signal. There will also be local road closures, temporary parking restrictions and intermittent flagger-controlled traffic depending on events schedule.",/Date(1732905135207-0800)/,Low,North Central,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.588199834, ""Longitude"": -120.676151756, ""MilePost"": 99.0, ""RoadName"": ""002""}",/Date(1732904160000-0800)/,2025-02-04 16:23:32.489436
